start_seconds,stop_seconds,min_freq_hz,max_freq_hz,peak_freq_hz,mean_freq_hz,freq_bandwidth_hz,duration_ms,mean_power_db,max_power_db,peak_freq_1,peak_freq_2,peak_freq_3,peak_freq_4,peak_freq_5,status,source
4.568576,4.585984,25390.625,45410.15625,44433.59375,44367.5181009722,20019.53125,17.407999999999646,-88.86828467360209,-84.24753613505916,32958.984375,31005.859375,32226.5625,46386.71875,29541.015625,pending,dsp
4.60288,4.608512,45654.296875,48583.984375,47363.28125,47426.018274017595,2929.6875,5.632000000000303,-88.15170326661394,-84.64098194795449,35888.671875,35400.390625,33691.40625,25146.484375,37597.65625,pending,dsp
4.63104,4.704768,25390.625,54687.5,48095.703125,33258.518220518374,29296.875,73.72800000000001,-83.80343403315695,-59.79045992643732,47363.28125,28564.453125,34423.828125,49072.265625,25146.484375,pending,dsp
4.710912,4.762624,25390.625,52490.234375,48828.125,29351.466815281437,27099.609375,51.711999999999314,-88.35081345973896,-70.89254052996135,42480.46875,31982.421875,29296.875,29052.734375,26611.328125,pending,dsp
4.777984,4.838912,25390.625,39062.5,34179.6875,29938.14518535767,13671.875,60.92799999999965,-84.14802330866335,-63.758969674587846,30029.296875,28808.59375,32958.984375,33203.125,34179.6875,pending,dsp
5.082112,5.113856,26611.328125,29052.734375,28076.171875,28075.81785317771,2441.40625,31.743999999999772,-85.51224209470588,-79.01760842295919,26855.46875,28076.171875,28076.171875,28320.3125,28564.453125,pending,dsp
5.211648,5.25312,25390.625,47363.28125,36132.8125,32422.446618610888,21972.65625,41.47199999999973,-86.47258327475197,-65.81823254360033,26123.046875,33691.40625,41015.625,36132.8125,38574.21875,pending,dsp
5.319168,5.34528,26855.46875,42236.328125,41503.90625,28170.998161040552,15380.859375,26.11199999999947,-83.82939693464512,-74.15084468596301,29052.734375,28808.59375,27343.75,41259.765625,27832.03125,pending,dsp
5.46048,5.513216,25390.625,40527.34375,33691.40625,33194.24643865897,15136.71875,52.73600000000034,-86.54573798790113,-71.01286071879238,27099.609375,30517.578125,32226.5625,39306.640625,25146.484375,pending,dsp
5.542912,5.56032,25390.625,39062.5,33935.546875,28740.825623208297,13671.875,17.407999999999646,-87.69963316128849,-76.41495652911203,27343.75,28808.59375,26611.328125,26367.1875,25634.765625,pending,dsp
5.579776,5.634048,25390.625,54687.5,33203.125,35429.53962052743,29296.875,54.2720000000001,-87.88687334872485,-73.03820517683685,40039.0625,31738.28125,30517.578125,33203.125,28076.171875,pending,dsp
5.640704,5.687296,25390.625,45166.015625,29541.015625,28449.999066020016,19775.390625,46.59199999999952,-87.91712026900007,-71.35295820862777,33935.546875,29785.15625,29541.015625,27832.03125,27343.75,pending,dsp
5.818368,5.917184,25390.625,54687.5,42724.609375,37017.81689295288,29296.875,98.81599999999936,-85.84643709018306,-62.695220223642565,26855.46875,34179.6875,42480.46875,29296.875,28076.171875,pending,dsp
5.941248,5.959168,25390.625,45410.15625,44677.734375,29211.035736594084,20019.53125,17.920000000000158,-85.00800609158796,-66.63781677933207,27832.03125,28076.171875,28808.59375,29541.015625,29541.015625,pending,dsp
5.987328,5.993472,25390.625,31494.140625,27343.75,28402.458097272032,6103.515625,6.143999999999927,-87.481390635303,-78.66903550479981,27343.75,27343.75,29785.15625,27343.75,27099.609375,pending,dsp
6.00576,6.014464,25390.625,41015.625,32714.84375,33670.05936237763,15625.0,8.703999999999823,-87.90682136623421,-80.96633392976123,28076.171875,40283.203125,25390.625,36865.234375,34423.828125,pending,dsp
6.024704,6.075904,25390.625,49072.265625,47851.5625,33293.99858599643,23681.640625,51.20000000000058,-82.24088998749185,-57.97044036139252,30273.4375,31250.0,45898.4375,47363.28125,33935.546875,pending,dsp
6.094848,6.193152,25390.625,54687.5,52246.09375,51182.64687377199,29296.875,98.3040000000006,-82.98953818214702,-57.7289650456747,31250.0,30761.71875,33203.125,32958.984375,43945.3125,pending,dsp
6.203392,6.21312,25390.625,32226.5625,29296.875,28897.063331225683,6835.9375,9.72799999999996,-88.34286735909913,-81.16689859141661,25146.484375,29785.15625,25146.484375,29052.734375,31982.421875,pending,dsp
6.230528,6.237696,27587.890625,31982.421875,28808.59375,29559.998511168014,4394.53125,7.168000000000063,-88.69712422771457,-84.47566065330972,30761.71875,35888.671875,34667.96875,28564.453125,29296.875,pending,dsp
7.397376,7.435264,25390.625,53466.796875,48828.125,49818.74930719932,28076.171875,37.8879999999997,-82.93838862978576,-64.74037619790013,46875.0,26367.1875,37353.515625,40527.34375,40039.0625,pending,dsp
7.49312,7.504384,30029.296875,35888.671875,32958.984375,32663.068553659617,5859.375,11.26399999999972,-86.81959102486039,-83.82171798184649,35156.25,32958.984375,31250.0,30517.578125,30273.4375,pending,dsp
7.599104,7.629824,26367.1875,36865.234375,32714.84375,32527.368046530497,10498.046875,30.720000000000525,-82.10073290287487,-68.18754721441489,35888.671875,32714.84375,31738.28125,30029.296875,26855.46875,pending,dsp
7.72096,7.744512,26855.46875,43701.171875,42724.609375,31004.267709683267,16845.703125,23.55200000000046,-82.43191423380796,-65.41171897574907,27099.609375,28564.453125,28564.453125,28564.453125,28320.3125,pending,dsp
7.766016,7.778304,25390.625,45898.4375,43457.03125,29395.88629704726,20507.8125,12.288000000000745,-88.3485958916263,-80.53056375547298,33691.40625,35156.25,36376.953125,43457.03125,28320.3125,pending,dsp
7.78496,7.806464,25390.625,52734.375,44921.875,28602.495248510764,27343.75,21.50400000000019,-87.1656437904402,-77.54043253853038,37109.375,35156.25,33447.265625,30029.296875,30517.578125,pending,dsp
7.835648,7.84896,26367.1875,53222.65625,49804.6875,37414.40571669926,26855.46875,13.31199999999999,-84.70662061390306,-52.587224722091705,46386.71875,43212.890625,28808.59375,28808.59375,29296.875,pending,dsp
7.865856,7.871488,25390.625,26855.46875,26123.046875,26095.266341096096,1464.84375,5.632000000000303,-88.61784033131273,-84.81049114311361,31738.28125,31494.140625,31738.28125,31982.421875,32226.5625,pending,dsp
7.903232,7.947776,25390.625,54687.5,44189.453125,34536.86019941296,29296.875,44.54400000000014,-87.70004618762971,-53.642105295286186,38818.359375,28564.453125,30029.296875,29541.015625,31494.140625,pending,dsp
8.03072,8.04352,37597.65625,46386.71875,42236.328125,41367.92443969273,8789.0625,12.79999999999859,-87.9675106295217,-80.94414207258907,29541.015625,26855.46875,27587.890625,27099.609375,28564.453125,pending,dsp
8.064512,8.070144,38330.078125,46386.71875,41503.90625,42436.02432428387,8056.640625,5.632000000000303,-85.6960849092806,-77.0686124916758,29541.015625,30273.4375,28320.3125,41503.90625,27832.03125,pending,dsp
8.136704,8.157696,25390.625,42480.46875,41503.90625,40877.831864081454,17089.84375,20.99199999999968,-87.98504826279662,-76.7201265083446,33447.265625,28564.453125,34423.828125,28076.171875,26611.328125,pending,dsp
8.230912,8.27392,25390.625,53955.078125,52734.375,52654.06555424865,28564.453125,43.00800000000038,-86.01534474106393,-78.87695377541826,53710.9375,25390.625,25390.625,25634.765625,52490.234375,pending,dsp
8.35584,8.394752,25390.625,44677.734375,42968.75,29646.117988571008,19287.109375,38.91199999999984,-80.34435094708685,-62.98472124064616,25146.484375,28808.59375,28808.59375,38574.21875,42724.609375,pending,dsp
8.470528,8.497664,25390.625,30517.578125,29296.875,28967.50293693136,5126.953125,27.136000000000493,-74.6958292136928,-60.962407107967906,25146.484375,27832.03125,29296.875,28808.59375,28808.59375,pending,dsp
8.756224,8.77056,48339.84375,50292.96875,49072.265625,49175.87871823828,1953.125,14.336000000000126,-87.59119436677673,-85.65468481061663,50048.828125,49560.546875,49072.265625,48583.984375,49072.265625,pending,dsp
8.77568,8.794624,48339.84375,50537.109375,49072.265625,49348.89707760604,2197.265625,18.944000000001186,-87.25239099974634,-82.77072712652895,25146.484375,50048.828125,49560.546875,48828.125,49072.265625,pending,dsp
9.176064,9.239552,25390.625,49804.6875,47851.5625,47973.12536185666,24414.0625,63.487999999999545,-85.2398125390978,-80.64124892013803,47607.421875,47607.421875,25878.90625,25390.625,27587.890625,pending,dsp
9.347072,9.390592,25390.625,50537.109375,40771.484375,29552.266025407574,25146.484375,43.519999999999115,-82.75962514040799,-68.71196578274726,25878.90625,30273.4375,38818.359375,43457.03125,52490.234375,pending,dsp
9.497088,9.529344,26367.1875,51513.671875,41748.046875,32936.60764732704,25146.484375,32.256000000000284,-81.32112590151758,-57.83542598229807,26611.328125,31738.28125,33691.40625,43701.171875,25878.90625,pending,dsp
9.630208,9.666048,28564.453125,39794.921875,30273.4375,30956.67168834835,11230.46875,35.840000000000316,-80.64089269352407,-65.45310793610034,29296.875,30273.4375,30273.4375,40527.34375,38330.078125,pending,dsp
9.735168,9.777664,27832.03125,31738.28125,28564.453125,28746.29669116817,3906.25,42.49599999999987,-79.95467650234575,-68.6825322751325,31250.0,29541.015625,28564.453125,28808.59375,29052.734375,pending,dsp
9.872896,9.902592,26611.328125,34423.828125,28564.453125,28325.35879917849,7812.5,29.6959999999995,-83.40813972642793,-75.34944680543539,26855.46875,27832.03125,27832.03125,28564.453125,33935.546875,pending,dsp
10.141184,10.154496,39062.5,43212.890625,41015.625,40928.44926471202,4150.390625,13.311999999999102,-83.26567013246373,-77.28780887978698,42724.609375,41259.765625,40771.484375,40283.203125,39794.921875,pending,dsp
12.57472,12.619264,32958.984375,40527.34375,36132.8125,35242.57736775033,7568.359375,44.54400000000014,-84.45697729882541,-78.17802140390424,40283.203125,36376.953125,34912.109375,33691.40625,33691.40625,pending,dsp
12.760576,12.767232,25878.90625,54687.5,54687.5,27783.536644536023,28808.59375,6.655999999999551,-81.40532163761692,-53.83130792208181,27832.03125,27587.890625,27343.75,27587.890625,27587.890625,pending,dsp
12.801024,12.832256,25390.625,41259.765625,38574.21875,30020.231945322543,15869.140625,31.23199999999926,-87.70022303084505,-76.24475176541993,27099.609375,27832.03125,34179.6875,29785.15625,38330.078125,pending,dsp
12.865536,12.921344,25390.625,53955.078125,45654.296875,40742.3701440555,28564.453125,55.80799999999897,-78.8244885021071,-57.79634736054746,37841.796875,38330.078125,42724.609375,25390.625,29296.875,pending,dsp
13.069824,13.097472,25390.625,54687.5,43457.03125,32281.71330616013,29296.875,27.64799999999923,-87.97359780984343,-60.66102431967202,42724.609375,34667.96875,30761.71875,36376.953125,29541.015625,pending,dsp
13.146112,13.165568,26123.046875,45410.15625,44677.734375,43713.34525269495,19287.109375,19.45599999999992,-88.80096744255687,-80.63881193429211,44677.734375,29052.734375,36132.8125,39062.5,32470.703125,pending,dsp
13.69856,13.747712,25634.765625,41015.625,36132.8125,33740.803280604356,15380.859375,49.15199999999942,-82.75145045674907,-66.48326578968557,26367.1875,33691.40625,38818.359375,36132.8125,39550.78125,pending,dsp
13.843968,13.874176,25878.90625,44189.453125,43457.03125,27388.519837227937,18310.546875,30.208000000000013,-83.86040214294596,-72.06171512577413,26367.1875,43457.03125,29052.734375,28808.59375,28808.59375,pending,dsp
14.403072,14.408704,38330.078125,44677.734375,39794.921875,41295.21764794535,6347.65625,5.632000000000303,-87.58094042370224,-82.65865266645994,39306.640625,38330.078125,40039.0625,49072.265625,44433.59375,pending,dsp
14.438912,14.464,31250.0,35644.53125,33447.265625,33878.36702952494,4394.53125,25.08800000000022,-83.6473274771483,-73.15753887051626,30761.71875,33447.265625,34423.828125,33691.40625,35156.25,pending,dsp
14.504448,14.513664,25390.625,44433.59375,32470.703125,32916.04706024073,19042.96875,9.216000000000337,-88.53272600423634,-82.00360408432006,29541.015625,27587.890625,29296.875,32714.84375,37597.65625,pending,dsp
14.529024,14.592,25390.625,47851.5625,44189.453125,31827.52627454685,22460.9375,62.97600000000081,-87.4352333871211,-63.92104078810643,44921.875,29296.875,34667.96875,44433.59375,39062.5,pending,dsp
14.6048,14.62784,28320.3125,35888.671875,33935.546875,31497.52963098332,7568.359375,23.04000000000173,-88.07475545991298,-80.76519317450398,27099.609375,27099.609375,33935.546875,31005.859375,34423.828125,pending,dsp
14.633472,14.692864,25390.625,44189.453125,42480.46875,30394.745967723025,18798.828125,59.39200000000078,-87.30307596139184,-74.03097578089219,33935.546875,30029.296875,34912.109375,33203.125,32226.5625,pending,dsp
14.698496,14.769664,25390.625,49072.265625,45410.15625,28341.305218724025,23681.640625,71.16800000000012,-87.23262810836005,-63.19508514214313,29541.015625,28320.3125,41992.1875,47363.28125,30273.4375,pending,dsp
14.793216,14.798848,27099.609375,29296.875,28564.453125,28428.180873899328,2197.265625,5.632000000000303,-88.12911154766302,-83.53395533622518,27099.609375,27099.609375,28564.453125,29296.875,29052.734375,pending,dsp
15.380992,15.409664,26611.328125,30273.4375,28808.59375,29111.323833066443,3662.109375,28.671999999998476,-82.86649929722705,-75.56266016961432,26855.46875,28320.3125,29785.15625,29785.15625,29541.015625,pending,dsp
15.924736,15.958528,25634.765625,43701.171875,42724.609375,32409.129596365667,18066.40625,33.792000000000044,-82.84406157427071,-61.987920916723155,25878.90625,31250.0,42480.46875,41748.046875,41259.765625,pending,dsp
16.024064,16.066048,26123.046875,32714.84375,28808.59375,29656.21756969414,6591.796875,41.983999999999355,-81.87105112376048,-66.69335311602381,26611.328125,28564.453125,31738.28125,30029.296875,30029.296875,pending,dsp
16.162816,16.172544,25390.625,43457.03125,40771.484375,29417.347348627896,18066.40625,9.72799999999907,-87.75728602574027,-75.77280237015626,29785.15625,27832.03125,29052.734375,29052.734375,34423.828125,pending,dsp
16.18688,16.192,27832.03125,29296.875,28564.453125,28555.43270607024,1464.84375,5.120000000001568,-88.69350302507829,-85.45063010431058,36376.953125,34423.828125,28564.453125,28320.3125,28076.171875,pending,dsp
16.222208,16.28416,25390.625,41992.1875,32958.984375,32913.21717288022,16601.5625,61.95200000000156,-85.4213496165439,-65.20032073910343,29785.15625,26367.1875,33447.265625,32714.84375,32958.984375,pending,dsp
16.433664,16.456704,34423.828125,37841.796875,36621.09375,36250.29977249736,3417.96875,23.039999999998173,-77.04385809660873,-62.84562177691765,36865.234375,35644.53125,36865.234375,36376.953125,36621.09375,pending,dsp
16.50688,16.512,28076.171875,30029.296875,29541.015625,29363.05772474397,1953.125,5.120000000001568,-87.00348063746752,-80.68461916900608,29785.15625,29541.015625,37353.515625,29541.015625,39306.640625,pending,dsp
16.52992,16.53504,28076.171875,30761.71875,29052.734375,29213.103512889324,2685.546875,5.119999999998015,-88.51762531339214,-84.11198982335009,29052.734375,28564.453125,29052.734375,42724.609375,28320.3125,pending,dsp
16.544256,16.57856,25634.765625,53222.65625,45410.15625,40241.06381502094,27587.890625,34.30399999999878,-85.62780996911562,-61.586945445807146,40039.0625,47851.5625,43945.3125,42968.75,40771.484375,pending,dsp
16.584192,16.590848,25390.625,27099.609375,26367.1875,26005.559066501984,1708.984375,6.655999999999551,-82.99921135669965,-76.54385170434557,47607.421875,49316.40625,25390.625,25878.90625,44433.59375,pending,dsp
16.697856,16.7296,25390.625,49072.265625,40527.34375,28524.062425098895,23681.640625,31.743999999999772,-85.73423172199914,-62.96568675914748,27587.890625,27832.03125,29785.15625,35888.671875,28808.59375,pending,dsp
16.773632,16.845824,25390.625,52978.515625,39306.640625,36324.61507802638,27587.890625,72.19200000000114,-86.55975243283068,-71.8013986962176,33447.265625,40771.484375,32470.703125,28564.453125,29785.15625,pending,dsp
17.358336,17.391616,26855.46875,38085.9375,36132.8125,27960.080180615256,11230.46875,33.279999999997756,-82.90268890206534,-57.92137621542156,27343.75,28564.453125,33447.265625,37109.375,36621.09375,pending,dsp
17.444864,17.467392,25390.625,46630.859375,34912.109375,34964.19317614983,21240.234375,22.528000000001217,-85.67153563335177,-59.43335765783769,33935.546875,27099.609375,33447.265625,31494.140625,32714.84375,pending,dsp
17.545728,17.583616,25390.625,45166.015625,33203.125,28267.38408571498,19775.390625,37.88799999999881,-88.02622440684198,-77.079783569317,35400.390625,29052.734375,27832.03125,28808.59375,27099.609375,pending,dsp
17.592832,17.6,39062.5,51025.390625,42724.609375,44445.031262841185,11962.890625,7.168000000000063,-87.47429808691875,-79.93990337229499,27099.609375,41259.765625,42724.609375,45410.15625,37109.375,pending,dsp
17.606656,17.630208,25390.625,47363.28125,45898.4375,30133.2520337396,21972.65625,23.551999999998685,-88.01854048037394,-77.27312351082311,36865.234375,28808.59375,28564.453125,27587.890625,28808.59375,pending,dsp
17.640448,17.717248,25390.625,51025.390625,34667.96875,34191.68575231235,25634.765625,76.8000000000022,-85.27450803658382,-70.40504135764083,40039.0625,32958.984375,27832.03125,31494.140625,31738.28125,pending,dsp
18.108928,18.124288,27832.03125,30029.296875,28808.59375,28717.06857354544,2197.265625,15.36000000000115,-85.55045672533299,-80.60138960165283,28564.453125,28808.59375,28320.3125,28564.453125,30029.296875,pending,dsp
18.266112,18.2784,27099.609375,33203.125,28808.59375,29513.745007507132,6103.515625,12.288000000001633,-83.3090207774024,-72.88099638564339,27587.890625,28320.3125,29541.015625,31982.421875,31738.28125,pending,dsp
18.675712,18.688,26611.328125,30761.71875,28564.453125,28442.231115877403,4150.390625,12.287999999998078,-85.16463834618244,-76.12806858078005,30761.71875,29052.734375,27832.03125,27343.75,26855.46875,pending,dsp
18.775552,18.785792,26367.1875,47851.5625,37597.65625,36452.15512625798,21484.375,10.239999999999585,-87.60850948382169,-76.54740934059647,32226.5625,38574.21875,41992.1875,42236.328125,28564.453125,pending,dsp
18.816,18.825728,27587.890625,31250.0,29541.015625,29088.835710083273,3662.109375,9.728000000002623,-86.2108965256056,-80.56300563982686,42968.75,29785.15625,28808.59375,28076.171875,28076.171875,pending,dsp
18.843136,18.853376,26367.1875,28320.3125,27343.75,27366.494874214368,1953.125,10.239999999999585,-87.20968259213878,-83.3054225156734,26855.46875,27099.609375,27343.75,27832.03125,27832.03125,pending,dsp
18.933248,18.99008,25390.625,44189.453125,43212.890625,28296.42770046165,18798.828125,56.831999999999994,-81.60667205830848,-65.24345393631975,29052.734375,36376.953125,28564.453125,43212.890625,31494.140625,pending,dsp
19.076096,19.113472,25390.625,49072.265625,44921.875,30992.510798303887,23681.640625,37.37600000000185,-84.23512051404958,-60.564250598555766,25390.625,32714.84375,37841.796875,43457.03125,45410.15625,pending,dsp
19.337216,19.351552,49804.6875,51757.8125,51025.390625,50509.77627481606,1953.125,14.336000000000126,-88.47463334236974,-86.1552290916118,49804.6875,50537.109375,51757.8125,51269.53125,35400.390625,pending,dsp
19.510272,19.56608,25390.625,52246.09375,49804.6875,47817.36026040771,26855.46875,55.80799999999897,-81.67757699118462,-61.921038409565654,48583.984375,48339.84375,25634.765625,29296.875,28564.453125,pending,dsp
19.5712,19.577344,27343.75,37109.375,31738.28125,31754.20564386327,9765.625,6.143999999999039,-88.12068333764586,-81.28312337061453,41992.1875,28564.453125,43212.890625,34667.96875,28320.3125,pending,dsp
19.584,19.590144,25390.625,32958.984375,29052.734375,28836.423737043315,7568.359375,6.143999999999039,-87.41717752608088,-77.67788734717944,29052.734375,29541.015625,30273.4375,28808.59375,29296.875,pending,dsp
19.595776,19.615232,25390.625,52978.515625,29785.15625,33232.797534401936,27587.890625,19.45599999999814,-87.0886305799511,-72.50372625856008,26611.328125,28320.3125,30029.296875,34423.828125,27587.890625,pending,dsp
19.626496,19.656704,25390.625,41748.046875,35156.25,30639.245532832058,16357.421875,30.20800000000179,-87.42640792141545,-72.59102313478381,45654.296875,30517.578125,27099.609375,28076.171875,31494.140625,pending,dsp
19.667456,19.6736,25390.625,32958.984375,29296.875,29322.27140242404,7568.359375,6.143999999999039,-87.00054210984325,-78.41902367953949,33691.40625,27099.609375,46875.0,30029.296875,29785.15625,pending,dsp
19.703296,19.712,25390.625,49804.6875,29296.875,31091.637230014476,24414.0625,8.703999999998047,-82.80531773905014,-66.67723317589625,30517.578125,33203.125,32226.5625,29052.734375,28320.3125,pending,dsp
20.242944,20.275712,26855.46875,29296.875,28320.3125,28075.10732758394,2441.40625,32.767999999997244,-77.3485966930159,-66.44618554805331,28076.171875,27587.890625,28320.3125,28076.171875,28076.171875,pending,dsp
20.388352,20.393472,26367.1875,30761.71875,29296.875,28557.737732600144,4394.53125,5.119999999998015,-87.21583384576753,-82.39948392227079,28564.453125,30273.4375,27343.75,27343.75,25634.765625,pending,dsp
20.435456,20.456448,25390.625,45166.015625,34667.96875,32358.620767319917,19775.390625,20.99200000000323,-87.94359658381735,-78.33831018038967,25634.765625,26123.046875,28320.3125,36865.234375,28564.453125,pending,dsp
20.465152,20.480512,25390.625,36621.09375,29052.734375,31055.33808216213,11230.46875,15.36000000000115,-87.70601264351839,-75.68248632042403,26611.328125,32958.984375,35644.53125,29052.734375,27099.609375,pending,dsp
20.752384,20.757504,26611.328125,29785.15625,28076.171875,28278.551543473255,3173.828125,5.120000000001568,-88.4810855502774,-82.84697193306293,26855.46875,27587.890625,29052.734375,28808.59375,27832.03125,pending,dsp
20.890112,20.89984,25390.625,38574.21875,29052.734375,31005.248371174155,13183.59375,9.728000000002623,-88.01456809005019,-79.68898843195385,28320.3125,31005.859375,35888.671875,34912.109375,28564.453125,pending,dsp
21.162496,21.196288,25390.625,52978.515625,45654.296875,34672.06756960464,27587.890625,33.79199999999827,-83.27718850888436,-63.75375990613601,35888.671875,34179.6875,47363.28125,26123.046875,25878.90625,pending,dsp
21.485568,21.505024,26611.328125,30517.578125,29541.015625,29241.750980958328,3906.25,19.45599999999814,-85.33656541316212,-77.53213601557133,30273.4375,29541.015625,29052.734375,28076.171875,26611.328125,pending,dsp
22.094336,22.109696,44189.453125,46630.859375,45410.15625,45437.32175076432,2441.40625,15.36000000000115,-87.44617239444425,-83.39249711233072,44189.453125,44921.875,45166.015625,45654.296875,46386.71875,pending,dsp
22.26432,22.301184,41259.765625,50292.96875,46142.578125,47499.89166419859,9033.203125,36.86399999999779,-85.7744053746626,-78.39903247887963,41503.90625,47363.28125,49316.40625,49072.265625,47607.421875,pending,dsp
22.52288,22.562816,44921.875,48828.125,46142.578125,47138.13140288885,3906.25,39.93600000000086,-84.59961400433913,-79.93236597311383,44921.875,46386.71875,48339.84375,47607.421875,46386.71875,pending,dsp
22.567936,22.592512,45410.15625,48583.984375,47607.421875,46681.5186298537,3173.828125,24.57599999999971,-87.22931054954373,-84.24281229608327,45898.4375,46386.71875,47851.5625,48095.703125,45410.15625,pending,dsp
22.754816,22.793728,25390.625,51513.671875,51025.390625,47793.48705757977,26123.046875,38.91199999999984,-83.95280145879285,-62.80173562592058,43701.171875,47607.421875,49560.546875,25634.765625,27099.609375,pending,dsp
